Plasmid_name_filename,Plasmid,ENT_ID,Deidentified_ENT_ID,Hospital,Date_of_culture,Lab_Species,Genomic_Species_Illumina,Genomic_Species_Hybrid,ST_Illumina,ST_Hybrid,CP_Gene,Clonal_cluster,Length,Inc_group_MOBtyper,Inc_group_regrouped,Relaxase_type_corrected,Sample_type,Plasmid_Clusters,PID,Plasmid_Clusters_renamed,Final_Species,Final_ST
batch29_27022020_ENT1369_Ctg4_len_66913_depth_0.85x_circ_blaOXA-23.fasta,batch29_27022020_ENT1369_Ctg4_len_66913_depth_0.85x_circ_blaOXA-23,ENT1369,E132,6,29/07/2014,Escherichia coli,Escherichia coli,ecoli,167,167,blaOXA23,NA,66913,"IncFII,IncFIIA",IncF,MOBF,Clinical culture,42,94,PC19,Escherichia coli,167
batch1_08032019_ENT1225_Ctg3_len_78200_depth_1.82x_circ_blaNDM-1.fasta,batch1_08032019_ENT1225_Ctg3_len_78200_depth_1.82x_circ_blaNDM-1,ENT1225,E133,5,07/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,Cluster_35,78200,IncR,IncR,-,Surveillance culture,11,95,PC10,Klebsiella pneumoniae,147
batch1_08032019_ENT1252_Ctg3_len_74794_depth_2.26x_circ_blaNDM-1.fasta,batch1_08032019_ENT1252_Ctg3_len_74794_depth_2.26x_circ_blaNDM-1,ENT1252,E134,5,19/06/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,NA,74794,IncR,IncR,-,Clinical culture,11,95,PC10,Klebsiella pneumoniae,147
batch12_27072019_ENT1341_Ctg4_len_74792_depth_2.11x_circ_blaNDM-1.fasta,batch12_27072019_ENT1341_Ctg4_len_74792_depth_2.11x_circ_blaNDM-1,ENT1341,E135,1,22/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,147,147,blaNDM1,NA,74792,IncR,IncR,-,Surveillance culture,11,95,PC10,Klebsiella pneumoniae,147
batch29_27022020_ENT1323_Ctg3_len_112911_depth_1.36x_circ_blaKPC-2.fasta,batch29_27022020_ENT1323_Ctg3_len_112911_depth_1.36x_circ_blaKPC-2,ENT1323,E136,5,08/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaKPC2,Cluster_28,112911,"IncFII,IncFIIA,IncN,IncR,IncU",IncF_combinations,MOBF,Clinical culture,36,97,PC11,Klebsiella pneumoniae,11
batch21x_16102019_ENT1325_Ctg3_len_112875_depth_0.98x_circ_blaKPC-2.fasta,batch21x_16102019_ENT1325_Ctg3_len_112875_depth_0.98x_circ_blaKPC-2,ENT1325,E137,5,15/07/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,11,11,blaKPC2,NA,112875,"IncFII,IncFIIA,IncN,IncR,IncU",IncF_combinations,MOBF,Clinical culture,36,97,PC11,Klebsiella pneumoniae,11
batch28_20022020_ENT1094_Ctg4_len_75312_depth_1.84x_circ_blaKPC-2.fasta,batch28_20022020_ENT1094_Ctg4_len_75312_depth_1.84x_circ_blaKPC-2,ENT1094,E139,5,07/04/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,20,20,blaKPC2,Cluster_19,75312,"IncN,IncU",IncN_IncU,MOBF,Surveillance culture,35,103,PC12,Klebsiella pneumoniae,20
batch28_20022020_ENT900_Ctg4_len_71851_depth_1.71x_circ_blaKPC-2.fasta,batch28_20022020_ENT900_Ctg4_len_71851_depth_1.71x_circ_blaKPC-2,ENT900,E14,5,28/12/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,NA,71851,IncU,IncU,MOBP,Clinical culture,2,12,PC1,Enterobacter cloacae,93
batch7_26062019_ENT741_Ctg7_len_41197_depth_3.82x_circ_blaNDM-1.fasta,batch7_26062019_ENT741_Ctg7_len_41197_depth_3.82x_circ_blaNDM-1,ENT741,E792,5,24/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,34,34,blaNDM1,NA,41197,IncN,IncN,MOBF,Surveillance culture,6,934,PC2,Klebsiella pneumoniae,34
batch11_10072019_ENT1203_Ctg4_len_41194_depth_3.01x_circ_blaNDM-1.fasta,batch11_10072019_ENT1203_Ctg4_len_41194_depth_3.01x_circ_blaNDM-1,ENT1203,E140,5,29/05/2014,Escherichia coli,Escherichia coli,ecoli,448,448,blaNDM1,Cluster_42,41194,IncN,IncN,MOBF,Surveillance culture,6,104,PC2,Escherichia coli,448
batch12_27072019_ENT1410_Ctg35_len_41193_depth_2.35x_circ_blaNDM-1.fasta,batch12_27072019_ENT1410_Ctg35_len_41193_depth_2.35x_circ_blaNDM-1,ENT1410,E620,5,13/08/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,18,18,blaNDM1,Cluster_32,41193,IncN,IncN,MOBF,Surveillance culture,6,807,PC2,Citrobacter freundii,18
rbatch5_09102020_ENT1605_Ctg2_len_117615_depth_1.07x_circ_blaOXA-181.fasta,rbatch5_09102020_ENT1605_Ctg2_len_117615_depth_1.07x_circ_blaOXA-181,ENT1605,E143,1,22/10/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,418,418,blaOXA181,NA,117615,IncA/C2,IncA/C2,"MOBH,MOBH",Clinical culture,Singleton,105,Unclustered,Enterobacter cloacae,418
batch29_27022020_ENT1372_Ctg4_len_71861_depth_0.76x_circ_blaKPC-2.fasta,batch29_27022020_ENT1372_Ctg4_len_71861_depth_0.76x_circ_blaKPC-2,ENT1372,E144,5,30/07/2014,Escherichia coli,Escherichia coli,ecoli,6756,6756,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,106,PC1,Escherichia coli,6756
batch12_27072019_ENT1353_Ctg3_len_71861_depth_1.29x_circ_blaKPC-2.fasta,batch12_27072019_ENT1353_Ctg3_len_71861_depth_1.29x_circ_blaKPC-2,ENT1353,E145,5,28/07/2014,Escherichia coli,Escherichia coli,ecoli,162,162,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,107,PC1,Escherichia coli,162
batch3_27032019_ENT626_Ctg4_len_41192_depth_5.97x_circ_blaNDM-1.fasta,batch3_27032019_ENT626_Ctg4_len_41192_depth_5.97x_circ_blaNDM-1,ENT626,E858,6,05/09/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,231,231,blaNDM1,Cluster_15,41192,IncN,IncN,MOBF,Surveillance culture,6,986,PC2,Klebsiella pneumoniae,231
batch1_08032019_ENT246_Ctg5_len_41192_depth_4.80x_circ_blaNDM-1.fasta,batch1_08032019_ENT246_Ctg5_len_41192_depth_4.80x_circ_blaNDM-1,ENT246,E570,6,30/08/2012,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,NA,41192,IncN,IncN,MOBF,Clinical culture,6,766,PC2,Escherichia coli,131
batch14_02082019_ENT1668_Ctg3_len_41191_depth_4.82x_circ_blaNDM-1.fasta,batch14_02082019_ENT1668_Ctg3_len_41191_depth_4.82x_circ_blaNDM-1,ENT1668,E209,5,11/11/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,-,394,blaNDM1,NA,41191,IncN,IncN,MOBF,Surveillance culture,6,166,PC2,Citrobacter freundii,394
batch5_29052019_ENT400_Ctg3_len_41191_depth_4.98x_circ_blaNDM-1.fasta,batch5_29052019_ENT400_Ctg3_len_41191_depth_4.98x_circ_blaNDM-1,ENT400,E556,6,15/03/2013,Enterobacter cloacae,Enterobacter cloacae,ecloacae,-,-,blaNDM1,NA,41191,IncN,IncN,MOBF,Clinical culture,6,750,PC2,Enterobacter cloacae,-
batch5_29052019_ENT81_Ctg4_len_41190_depth_4.28x_circ_blaNDM-1.fasta,batch5_29052019_ENT81_Ctg4_len_41190_depth_4.28x_circ_blaNDM-1,ENT81,E481,6,13/12/2011,Enterobacter cloacae,Enterobacter cloacae,ecloacae,592,592,blaNDM1,Cluster_01,41190,IncN,IncN,MOBF,Surveillance culture,6,688,PC2,Enterobacter cloacae,592
batch28_20022020_ENT922_Ctg5_len_71861_depth_1.90x_circ_blaKPC-2.fasta,batch28_20022020_ENT922_Ctg5_len_71861_depth_1.90x_circ_blaKPC-2,ENT922,E15,5,08/01/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,NA,71861,IncU,IncU,MOBP,Clinical culture,2,12,PC1,Enterobacter cloacae,93
batch12_27072019_ENT1448_Ctg3_len_41190_depth_3.26x_circ_blaNDM-1.fasta,batch12_27072019_ENT1448_Ctg3_len_41190_depth_3.26x_circ_blaNDM-1,ENT1448,E1014,5,30/08/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,270,270,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,1119,PC2,Enterobacter cloacae,270
batch10_05072019_ENT948_Ctg3_len_41190_depth_3.80x_circ_blaNDM-1.fasta,batch10_05072019_ENT948_Ctg3_len_41190_depth_3.80x_circ_blaNDM-1,ENT948,E1019,5,21/01/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,2028,2028,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,1123,PC2,Klebsiella pneumoniae,2028
batch30_12032020_ENT1398_Ctg4_len_71861_depth_2.16x_circ_blaKPC-2.fasta,batch30_12032020_ENT1398_Ctg4_len_71861_depth_2.16x_circ_blaKPC-2,ENT1398,E152,5,10/08/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,978,978,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,110,PC1,Klebsiella pneumoniae,978
batch30_12032020_ENT1406_Ctg3_len_71861_depth_1.66x_circ_blaKPC-2.fasta,batch30_12032020_ENT1406_Ctg3_len_71861_depth_1.66x_circ_blaKPC-2,ENT1406,E153,5,14/08/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,15,15,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,112,PC1,Klebsiella pneumoniae,15
batch22_18102019_ENT1442_Ctg4_len_71861_depth_0.73x_circ_blaKPC-2.fasta,batch22_18102019_ENT1442_Ctg4_len_71861_depth_0.73x_circ_blaKPC-2,ENT1442,E154,5,23/08/2014,Escherichia coli,Escherichia coli,ecoli,38,38,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,112,PC1,Escherichia coli,38
batch31_26032020_ENT1452_Ctg4_len_71778_depth_0.96x_circ_blaKPC-2.fasta,batch31_26032020_ENT1452_Ctg4_len_71778_depth_0.96x_circ_blaKPC-2,ENT1452,E155,5,25/08/2014,Escherichia coli,Escherichia coli,ecoli,38,38,blaKPC2,NA,71778,IncU,IncU,MOBP,Surveillance culture,2,112,PC1,Escherichia coli,38
batch22_18102019_ENT1453_Ctg3_len_73770_depth_1.15x_circ_blaKPC-2.fasta,batch22_18102019_ENT1453_Ctg3_len_73770_depth_1.15x_circ_blaKPC-2,ENT1453,E156,5,25/08/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,15,15,blaKPC2,NA,73770,IncU,IncU,MOBP,Surveillance culture,2,112,PC1,Klebsiella pneumoniae,15
batch7_26062019_ENT743_Ctg6_len_41190_depth_3.35x_circ_blaNDM-1.fasta,batch7_26062019_ENT743_Ctg6_len_41190_depth_3.35x_circ_blaNDM-1,ENT743,E1042,5,25/10/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,34,34,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,1136,PC2,Klebsiella pneumoniae,34
batch13_31072019_ENT1498_Ctg4_len_106210_depth_2.09x_circ_blaNDM-1.fasta,batch13_31072019_ENT1498_Ctg4_len_106210_depth_2.09x_circ_blaNDM-1,ENT1498,E158,4,08/09/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,108,108,blaNDM1,NA,106210,"IncFIB,IncFII,IncFII",IncF,MOBF,Surveillance culture,Singleton,116,Unclustered,Citrobacter freundii,108
batch28_20022020_ENT933_Ctg3_len_77012_depth_1.83x_circ_blaKPC-2.fasta,batch28_20022020_ENT933_Ctg3_len_77012_depth_1.83x_circ_blaKPC-2,ENT933,E16,5,16/01/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,NA,77012,IncU,IncU,MOBP,Surveillance culture,2,12,PC1,Enterobacter cloacae,93
batch29_27022020_ENT1339_Ctg3_len_71861_depth_1.21x_circ_blaKPC-2.fasta,batch29_27022020_ENT1339_Ctg3_len_71861_depth_1.21x_circ_blaKPC-2,ENT1339,E160,5,20/07/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,850,850,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,121,PC1,Enterobacter cloacae,850
batch29_27022020_ENT1374_Ctg14_len_71861_depth_2.18x_circ_blaKPC-2.fasta,batch29_27022020_ENT1374_Ctg14_len_71861_depth_2.18x_circ_blaKPC-2,ENT1374,E161,5,04/08/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,15,15,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,121,PC1,Klebsiella pneumoniae,15
batch31_26032020_ENT1468_Ctg20_len_71861_depth_1.08x_circ_blaKPC-2.fasta,batch31_26032020_ENT1468_Ctg20_len_71861_depth_1.08x_circ_blaKPC-2,ENT1468,E162,5,07/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,792,792,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,122,PC1,Klebsiella pneumoniae,792
batch9_02072019_ENT1526_Ctg4_len_46053_depth_1.50x_circ_blaNDM-1.fasta,batch9_02072019_ENT1526_Ctg4_len_46053_depth_1.50x_circ_blaNDM-1,ENT1526,E164,4,16/09/2014,Morganella morganii,Morganella morganii,-,-,-,blaNDM1,NA,46053,IncN,IncN,MOBF,Clinical culture,Singleton,125,Unclustered,Morganella morganii,-
batch29_27022020_ENT1347_Ctg4_len_71861_depth_1.30x_circ_blaKPC-2.fasta,batch29_27022020_ENT1347_Ctg4_len_71861_depth_1.30x_circ_blaKPC-2,ENT1347,E165,5,21/07/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,Cluster_06,71861,IncU,IncU,MOBP,Clinical culture,2,126,PC1,Enterobacter cloacae,93
batch31_26032020_ENT1512_Ctg14_len_71861_depth_1.90x_circ_blaKPC-2.fasta,batch31_26032020_ENT1512_Ctg14_len_71861_depth_1.90x_circ_blaKPC-2,ENT1512,E166,6,16/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,978,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,126,PC1,Klebsiella pneumoniae,978
batch31_26032020_ENT1513_Ctg4_len_72946_depth_0.63x_circ_blaKPC-2.fasta,batch31_26032020_ENT1513_Ctg4_len_72946_depth_0.63x_circ_blaKPC-2,ENT1513,E167,6,16/09/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaKPC2,NA,72946,IncU,IncU,MOBP,Surveillance culture,2,126,PC1,Escherichia coli,131
batch29_27022020_ENT1175_Ctg2_len_71861_depth_2.57x_circ_blaKPC-2.fasta,batch29_27022020_ENT1175_Ctg2_len_71861_depth_2.57x_circ_blaKPC-2,ENT1175,E168,5,08/05/2014,Escherichia coli,Escherichia coli,ecoli,83,83,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,132,PC1,Escherichia coli,83
batch29_27022020_ENT1176_Ctg3_len_71861_depth_2.03x_circ_blaKPC-2.fasta,batch29_27022020_ENT1176_Ctg3_len_71861_depth_2.03x_circ_blaKPC-2,ENT1176,E169,5,08/05/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1584,1584,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,132,PC1,Klebsiella pneumoniae,1584
batch28_20022020_ENT935_Ctg3_len_71873_depth_2.19x_circ_blaKPC-2.fasta,batch28_20022020_ENT935_Ctg3_len_71873_depth_2.19x_circ_blaKPC-2,ENT935,E17,5,17/01/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,NA,71873,IncU,IncU,MOBP,Clinical culture,2,12,PC1,Enterobacter cloacae,93
batch31_26032020_ENT1531_Ctg3_len_71861_depth_1.06x_circ_blaKPC-2.fasta,batch31_26032020_ENT1531_Ctg3_len_71861_depth_1.06x_circ_blaKPC-2,ENT1531,E170,1,22/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,-,-,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,132,PC1,Klebsiella pneumoniae,-
batch31_26032020_ENT1532_Ctg2_len_71861_depth_1.14x_circ_blaKPC-2.fasta,batch31_26032020_ENT1532_Ctg2_len_71861_depth_1.14x_circ_blaKPC-2,ENT1532,E171,1,22/09/2014,Escherichia coli,Escherichia coli,ecoli,83,83,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,132,PC1,Escherichia coli,83
rbatch5_09102020_ENT1533_Ctg2_len_71861_depth_1.87x_circ_blaKPC-2.fasta,rbatch5_09102020_ENT1533_Ctg2_len_71861_depth_1.87x_circ_blaKPC-2,ENT1533,E172,1,22/09/2014,Escherichia coli,Escherichia coli,ecoli,1300,1300,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,132,PC1,Escherichia coli,1300
batch14_02082019_ENT1677_Ctg4_len_41190_depth_3.01x_circ_blaNDM-1.fasta,batch14_02082019_ENT1677_Ctg4_len_41190_depth_3.01x_circ_blaNDM-1,ENT1677,E1048,6,15/11/2014,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,NA,41190,IncN,IncN,MOBF,Clinical culture,6,1142,PC2,Escherichia coli,131
batch4_29032019_ENT185_Ctg3_len_41190_depth_1.32x_circ_blaNDM-1.fasta,batch4_29032019_ENT185_Ctg3_len_41190_depth_1.32x_circ_blaNDM-1,ENT185,E1113,6,17/06/2012,Escherichia coli,Escherichia coli,ecoli,131,131,blaNDM1,Cluster_03,41190,IncN,IncN,MOBF,Clinical culture,6,1196,PC2,Escherichia coli,131
batch14_02082019_ENT1587_Ctg2_len_110777_depth_1.93x_circ_blaNDM-9.fasta,batch14_02082019_ENT1587_Ctg2_len_110777_depth_1.93x_circ_blaNDM-9,ENT1587,E176,1,16/10/2014,Escherichia coli,Escherichia coli,ecoli,101,101,blaNDM9,NA,110777,"IncFIB,IncFII,IncFII",IncF,MOBF,Clinical culture,25,139,PC13,Escherichia coli,101
batch14_02082019_ENT1674_Ctg2_len_110777_depth_3.24x_circ_blaNDM-9.fasta,batch14_02082019_ENT1674_Ctg2_len_110777_depth_3.24x_circ_blaNDM-9,ENT1674,E177,1,21/11/2014,Escherichia coli,Escherichia coli,ecoli,101,101,blaNDM9,NA,110777,"IncFIB,IncFII,IncFII",IncF,MOBF,Clinical culture,25,139,PC13,Escherichia coli,101
batch6_21062019_ENT562_Ctg3_len_41190_depth_7.17x_circ_blaNDM-1.fasta,batch6_21062019_ENT562_Ctg3_len_41190_depth_7.17x_circ_blaNDM-1,ENT562,E1066,5,02/08/2013,Enterobacter aerogenes,Enterobacter aerogenes,kaerogenes,-,197,blaNDM1,NA,41190,IncN,IncN,MOBF,Clinical culture,6,1159,PC2,Enterobacter aerogenes,197
batch17_18092019_ENT173_Ctg4_len_65501_depth_0.65x_circ_blaOXA-48.fasta,batch17_18092019_ENT173_Ctg4_len_65501_depth_0.65x_circ_blaOXA-48,ENT173,E882,5,01/06/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,20,20,blaOXA48,NA,65501,IncL/M,IncL/M,MOBP,Clinical culture,19,1006,PC4,Klebsiella pneumoniae,20
batch17_18092019_ENT163_Ctg4_len_65500_depth_0.69x_circ_blaOXA-48.fasta,batch17_18092019_ENT163_Ctg4_len_65500_depth_0.69x_circ_blaOXA-48,ENT163,E847,5,14/05/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,29,29,blaOXA48,NA,65500,IncL/M,IncL/M,MOBP,Clinical culture,19,977,PC4,Klebsiella pneumoniae,29
batch28_20022020_ENT941_Ctg2_len_301540_depth_1.56x_circ_blaKPC-2.fasta,batch28_20022020_ENT941_Ctg2_len_301540_depth_1.56x_circ_blaKPC-2,ENT941,E18,5,23/01/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,356,356,blaKPC2,NA,301540,"IncFIB,IncFII,IncFII,IncFII,IncFII,IncU,rep_cluster_1418",IncF_IncU,MOBF,Surveillance culture,Singleton,12,Unclustered,Klebsiella pneumoniae,356
batch18_02102019_ENT615_Ctg3_len_65499_depth_2.30x_circ_blaOXA-48.fasta,batch18_02102019_ENT615_Ctg3_len_65499_depth_2.30x_circ_blaOXA-48,ENT615,E1069,5,27/08/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaOXA48,Cluster_07,65499,IncL/M,IncL/M,MOBP,Surveillance culture,19,1162,PC4,Klebsiella pneumoniae,16
batch18_02102019_ENT373_Ctg3_len_65499_depth_1.87x_circ_blaOXA-48.fasta,batch18_02102019_ENT373_Ctg3_len_65499_depth_1.87x_circ_blaOXA-48,ENT373,E1078,5,08/02/2013,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,16,16,blaOXA48,Cluster_07,65499,IncL/M,IncL/M,MOBP,Surveillance culture,19,1173,PC4,Klebsiella pneumoniae,16
batch18_02102019_ENT552_Ctg5_len_65499_depth_2.23x_circ_blaOXA-48.fasta,batch18_02102019_ENT552_Ctg5_len_65499_depth_2.23x_circ_blaOXA-48,ENT552,E1106,5,02/08/2013,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,175,175,blaOXA48,NA,65499,IncL/M,IncL/M,MOBP,Clinical culture,19,1192,PC4,Enterobacter cloacae,175
batch13_31072019_ENT1573_Ctg4_len_65499_depth_2.12x_circ_blaOXA-48.fasta,batch13_31072019_ENT1573_Ctg4_len_65499_depth_2.12x_circ_blaOXA-48,ENT1573,E178,5,07/10/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,22,22,blaOXA48,NA,65499,IncL/M,IncL/M,MOBP,Clinical culture,19,140,PC4,Citrobacter freundii,22
batch22_18102019_ENT1609_Ctg4_len_65499_depth_1.07x_circ_blaOXA-48.fasta,batch22_18102019_ENT1609_Ctg4_len_65499_depth_1.07x_circ_blaOXA-48,ENT1609,E180,5,24/10/2014,Citrobacter freundii,Citrobacter freundii,cfreundii,22,22,blaOXA48,NA,65499,IncL/M,IncL/M,MOBP,Clinical culture,19,140,PC4,Citrobacter freundii,22
batch31_26032020_ENT1519_Ctg5_len_71861_depth_1.11x_circ_blaKPC-2.fasta,batch31_26032020_ENT1519_Ctg5_len_71861_depth_1.11x_circ_blaKPC-2,ENT1519,E185,5,18/09/2014,Escherichia coli,Escherichia coli,ecoli,224,224,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,141,PC1,Escherichia coli,224
batch31_26032020_ENT1562_Ctg4_len_71861_depth_1.44x_circ_blaKPC-2.fasta,batch31_26032020_ENT1562_Ctg4_len_71861_depth_1.44x_circ_blaKPC-2,ENT1562,E186,5,29/09/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,20,20,blaKPC2,NA,71861,IncU,IncU,MOBP,Surveillance culture,2,141,PC1,Klebsiella pneumoniae,20
batch22_18102019_ENT1563_Ctg8_len_72618_depth_1.33x_circ_blaKPC-2.fasta,batch22_18102019_ENT1563_Ctg8_len_72618_depth_1.33x_circ_blaKPC-2,ENT1563,E187,5,29/09/2014,Escherichia coli,Escherichia coli,ecoli,-,-,blaKPC2,NA,72618,IncU,IncU,MOBP,Surveillance culture,2,141,PC1,Escherichia coli,-
batch31_26032020_ENT1575_Ctg3_len_72689_depth_1.28x_circ_blaKPC-2.fasta,batch31_26032020_ENT1575_Ctg3_len_72689_depth_1.28x_circ_blaKPC-2,ENT1575,E188,5,10/10/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,323,323,blaKPC2,NA,72689,IncU,IncU,MOBP,Surveillance culture,2,141,PC1,Klebsiella pneumoniae,323
batch31_26032020_ENT1576_Ctg4_len_97507_depth_1.33x_circ_blaKPC-2.fasta,batch31_26032020_ENT1576_Ctg4_len_97507_depth_1.33x_circ_blaKPC-2,ENT1576,E189,5,10/10/2014,Escherichia coli,Escherichia coli,ecoli,224,224,blaKPC2,NA,97507,"IncN,IncU,IncX2",IncN_IncU_IncX,MOBP,Surveillance culture,40,141,PC27,Escherichia coli,224
batch28_20022020_ENT942_Ctg4_len_77008_depth_2.11x_circ_blaKPC-2.fasta,batch28_20022020_ENT942_Ctg4_len_77008_depth_2.11x_circ_blaKPC-2,ENT942,E19,5,23/01/2014,Enterobacter cloacae complex,Enterobacter cloacae,ecloacae,93,93,blaKPC2,NA,77008,IncU,IncU,MOBP,Surveillance culture,2,12,PC1,Enterobacter cloacae,93
batch23_01112019_ENT1679_Ctg4_len_97513_depth_1.01x_circ_blaKPC-2.fasta,batch23_01112019_ENT1679_Ctg4_len_97513_depth_1.01x_circ_blaKPC-2,ENT1679,E190,5,17/11/2014,Escherichia coli,Escherichia coli,ecoli,224,224,blaKPC2,NA,97513,"IncN,IncU,IncX2",IncN_IncU_IncX,MOBP,Clinical culture,40,141,PC27,Escherichia coli,224
batch23_01112019_ENT1715_Ctg4_len_71860_depth_0.62x_circ_blaKPC-2.fasta,batch23_01112019_ENT1715_Ctg4_len_71860_depth_0.62x_circ_blaKPC-2,ENT1715,E191,5,10/12/2014,Escherichia coli,Escherichia coli,ecoli,-,-,blaKPC2,NA,71860,IncU,IncU,MOBP,Surveillance culture,2,141,PC1,Escherichia coli,-
batch32_26062020_ENT1728_Ctg4_len_97507_depth_1.56x_circ_blaKPC-2.fasta,batch32_26062020_ENT1728_Ctg4_len_97507_depth_1.56x_circ_blaKPC-2,ENT1728,E192,5,16/12/2014,Escherichia coli,Escherichia coli,ecoli,224,224,blaKPC2,NA,97507,"IncN,IncU,IncX2",IncN_IncU_IncX,MOBP,Clinical culture,40,141,PC27,Escherichia coli,224
batch14_02082019_ENT1583_Ctg4_len_46161_depth_1.80x_circ_blaNDM-7.fasta,batch14_02082019_ENT1583_Ctg4_len_46161_depth_1.80x_circ_blaNDM-7,ENT1583,E193,5,12/10/2014,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,340,340,blaNDM7,NA,46161,IncX3,IncX3,MOBP,Clinical culture,9,142,PC8,Klebsiella pneumoniae,340
batch4_29032019_ENT239_Ctg3_len_41190_depth_6.60x_circ_blaNDM-1.fasta,batch4_29032019_ENT239_Ctg3_len_41190_depth_6.60x_circ_blaNDM-1,ENT239,E1074,2,24/08/2012,Klebsiella pneumoniae,Klebsiella pneumoniae,kpneumoniae,1296,1296,blaNDM1,NA,41190,IncN,IncN,MOBF,Clinical culture,6,1168,PC2,Klebsiella pneumoniae,1296
batch13_31072019_ENT1470_Ctg4_len_41190_depth_3.15x_circ_blaNDM-1.fasta,batch13_31072019_ENT1470_Ctg4_len_41190_depth_3.15x_circ_blaNDM-1,ENT1470,E1082,5,09/09/2014,Escherichia coli,Escherichia coli,ecoli,10,10,blaNDM1,NA,41190,IncN,IncN,MOBF,Surveillance culture,6,1176,PC2,Escherichia coli,10
